instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd sequential-induced-except-4-pf sequential-induced-except-4-pd sequential-d2-induced-except-4-pf sequential-d2-induced-except-4-pd sequential-induced-except-5-pf sequential-induced-except-5-pd sequential-d2-induced-except-5-pf sequential-d2-induced-except-5-pd sequential-induced-except-10-pf sequential-induced-except-10-pd sequential-d2-induced-except-10-pf sequential-d2-induced-except-10-pd sequential-induced-except-20-pf sequential-induced-except-20-pd sequential-d2-induced-except-20-pf sequential-d2-induced-except-20-pd
si4_b06_m800.00 3 995665 25855 995665 44153 995665 25855 995665 37951 995665 25855 995665 31916 995665 25855 995665 25855 995665 25855 995665 25855 995665 25855 995665 25855 995665 25855 995665 25855 995665 25855 995665 25855
si4_b06_m800.08 3 995665 25660 995665 44096 995665 25660 995665 37897 995665 25660 995665 31767 995665 25660 995665 25660 995665 25660 995665 25660 995665 25660 995665 25660 995665 25660 995665 25660 995665 25660 995665 25660
si4_b06_m800.05 3 995665 25880 995665 44072 995665 25880 995665 37911 995665 25880 995665 31899 995665 25880 995665 25880 995665 25880 995665 25880 995665 25880 995665 25880 995665 25880 995665 25880 995665 25880 995665 25880
si4_b06_m800.03 3 995665 25610 995665 43869 995665 25610 995665 37714 995665 25610 995665 31685 995665 25610 995665 25610 995665 25610 995665 25610 995665 25610 995665 25610 995665 25610 995665 25610 995665 25610 995665 25610
si4_b06_m800.06 3 995665 25792 995665 44105 995665 25792 995665 37931 995665 25792 995665 31936 995665 25792 995665 25792 995665 25792 995665 25792 995665 25792 995665 25792 995665 25792 995665 25792 995665 25792 995665 25792
si4_b06_m800.07 3 995665 25856 995665 44140 995665 25856 995665 37983 995665 25856 995665 31907 995665 25856 995665 25856 995665 25856 995665 25856 995665 25856 995665 25856 995665 25856 995665 25856 995665 25856 995665 25856
si4_b06_m800.01 3 995665 25788 995665 44122 995665 25788 995665 37932 995665 25788 995665 31866 995665 25788 995665 25788 995665 25788 995665 25788 995665 25788 995665 25788 995665 25788 995665 25788 995665 25788 995665 25788
si4_b06_m800.02 3 995665 25605 995665 43916 995665 25605 995665 37721 995665 25605 995665 31678 995665 25605 995665 25605 995665 25605 995665 25605 995665 25605 995665 25605 995665 25605 995665 25605 995665 25605 995665 25605
si4_b06_m800.09 3 995665 25781 995665 44060 995665 25781 995665 37901 995665 25781 995665 31837 995665 25781 995665 25781 995665 25781 995665 25781 995665 25781 995665 25781 995665 25781 995665 25781 995665 25781 995665 25781
si6_b09m_m200.07 4 982311 89602 981624 202308 985629 88925 985691 119645 986346 89161 986346 98944 986552 90745 986552 94032 986386 92552 986386 93394 986608 93061 986608 93151 986814 95429 986814 95429 986627 96298 986627 96298
si6_b09m_m200.06 4 984186 89752 983619 199146 986339 88387 986185 120362 986082 89340 986082 98084 986490 90423 986490 92716 986501 91484 986501 92320 986619 92523 986619 92635 986627 94715 986627 94715 986627 94715 986627 94715
si6_b09m_m200.01 4 984141 88202 983274 193373 986185 88696 986191 119149 986246 89311 986246 99365 986636 90217 986636 93122 986563 91461 986563 92160 986920 92049 986920 92050 986627 93849 986627 93849 986627 93849 986627 93849
si6_b09m_m200.08 4 984101 89780 983135 186530 986355 89521 986260 121204 986515 90716 986515 100906 986721 90893 986721 94460 986643 91261 986643 91786 986550 91093 986550 91318 986802 92868 986802 92868 986627 93514 986627 93514
si6_b09m_m200.00 4 983097 86327 981788 198437 986008 87541 986036 118103 986251 88584 986251 97001 986379 90644 986379 93599 986529 91125 986529 91518 986427 92551 986427 92723 986823 94947 986823 94947 986627 95183 986627 95183
si6_b09m_m200.09 4 983353 86539 982684 177933 986064 86340 986152 110916 986239 86400 986239 93500 986488 87292 986488 88739 986663 88967 986663 89144 986716 88994 986716 89000 986771 93101 986771 93101 986627 92728 986627 92728
si6_b09m_m200.02 4 981675 88481 980806 190378 985781 84685 985589 108808 985949 85535 986251 93211 986510 87831 986510 90065 986528 88234 986528 88659 986547 88569 986547 88684 986753 93345 986753 93345 986627 93802 986627 93802
si6_b09m_m200.05 4 983372 88014 982850 178720 986219 86779 986193 116083 986378 87339 986378 95129 986445 88359 986445 90848 986434 89668 986434 90207 986634 89901 986634 89901 987027 93252 987027 93252 986627 93334 986627 93334
si6_b09m_m200.03 4 982924 90760 981740 186897 986201 87867 986287 118503 986360 89157 986360 99752 986534 90031 986534 93649 986569 91325 986569 92409 986648 92072 986648 92078 986636 94549 986636 94549 986627 94572 986627 94572
si6_b09m_m200.04 4 983631 90615 982350 190319 986002 89550 986346 129362 986600 90583 986600 103164 986267 91664 986267 94910 986508 92918 986508 93689 986617 93402 986617 93612 986670 95702 986670 95702 986627 95557 986627 95557
si4_b09m_m400.07 4 989418 53310 988929 131100 990983 54850 990935 73500 991040 55945 991103 63053 991053 56253 991053 58598 991177 56544 991177 56723 991258 57010 991258 57011 991176 57915 991176 57915 991337 58979 991337 58979
si4_b09m_m400.06 4 988706 52256 988422 133901 990858 51289 990844 67102 990850 52190 990850 57408 991023 53370 991023 54656 991264 54658 991264 54731 991185 54333 991185 54335 991182 55775 991182 55775 991337 58119 991337 58119
si4_b09m_m400.00 4 989385 52443 989127 123735 990838 52513 990728 69525 991087 53393 991165 59864 991157 54669 991157 56612 991082 54286 991082 54456 991166 55090 991166 55090 991174 56946 991174 56946 991337 57828 991337 57828
si4_b09m_m400.08 4 989925 50963 989216 118368 990897 52519 990922 68769 991144 53521 991053 60886 991106 54087 991106 55766 991114 54759 991114 55169 991217 55753 991217 55885 991432 57186 991432 57186 991337 57307 991337 57307
si4_b09m_m400.04 4 989933 49207 989588 114850 990994 51749 990870 68133 991163 52545 991064 58192 991136 53055 991136 54134 991252 52911 991252 53142 991160 53004 991160 53144 991261 55303 991261 55303 991337 55181 991337 55181
si4_b09m_m400.09 4 989284 48847 989337 125551 990982 52448 990989 68043 991131 53397 991202 57955 991149 54762 991149 55637 991079 54466 991079 54606 991139 55281 991139 55347 991374 56189 991374 56189 991337 57263 991337 57263
si4_b09m_m400.02 4 987217 56010 986576 127554 990769 50539 990896 68090 991121 51423 991121 56942 991188 51973 991188 53149 990999 52465 990999 52629 991185 52617 991185 52617 991332 56160 991332 56160 991337 57849 991337 57849
si4_b09m_m400.03 4 989454 54549 989245 124690 990732 51080 991052 67812 990945 52061 990945 57318 990926 52716 990926 53962 991116 53049 991116 53282 991082 54020 991082 54021 991237 56709 991237 56709 991337 56603 991337 56603
si4_b09m_m400.01 4 988785 54878 987855 116831 990896 51013 990761 69152 990992 52580 991138 60118 991252 53598 991252 55655 991240 53772 991240 54179 991120 54442 991120 54443 991234 56316 991234 56316 991337 56549 991337 56549
si4_b09m_m400.05 4 989005 48117 989047 120756 990863 49993 990892 63484 991043 50768 991083 56450 991114 51904 991114 53656 991203 52613 991203 52786 991110 53244 991110 53244 991367 55540 991367 55540 991337 56012 991337 56012
si6_m4Dr4_m1296.03 6 997228 11863 997259 27020 997763 10881 997763 16187 997834 10960 997834 11013 997978 11239 997978 11239 997848 11125 997848 11125 997908 11337 997908 11337 997951 11364 997951 11364 997951 11364 997951 11364
si6_m4Dr4_m1296.06 6 997253 11698 997172 27040 997873 10701 997873 16245 997840 10873 997840 10954 997821 11011 997821 11011 997870 10971 997870 10971 997956 11212 997956 11212 997951 11216 997951 11216 997951 11216 997951 11216
si6_m4Dr4_m1296.04 6 997349 11510 997297 26397 997813 10417 997813 15182 997911 10611 997911 10622 997966 10564 997966 10564 997948 10866 997948 10866 998005 10975 998005 10975 997951 11083 997951 11083 997951 11083 997951 11083
si6_m4Dr4_m1296.01 6 997207 12041 997072 27991 997735 10899 997735 16602 997839 11009 997839 11032 997939 11206 997939 11206 998000 11478 998000 11478 997928 11152 997928 11152 997951 11447 997951 11447 997951 11447 997951 11447
si6_m4Dr4_m1296.09 6 997030 12213 996963 27614 997737 11074 997737 16856 997860 11093 997860 11140 997997 11194 997997 11194 997948 11481 997948 11481 997879 11615 997879 11615 997951 11686 997951 11686 997951 11686 997951 11686
si6_m4Dr4_m1296.02 6 997412 11947 997327 28073 997786 10797 997786 16510 997884 10819 997884 10857 997928 10985 997928 10985 998029 11169 998029 11169 997911 11231 997911 11231 997951 11071 997951 11071 997951 11071 997951 11071
si6_m4Dr4_m1296.08 6 997221 12321 997139 28983 997776 11097 997776 17180 997922 11206 997922 11239 997921 11630 997921 11630 997973 11678 997973 11678 997944 11538 997944 11538 997951 11607 997951 11607 997951 11607 997951 11607
si6_m4Dr4_m1296.05 6 997373 11556 997222 26783 997861 10391 997861 15612 997904 10868 997904 10935 997895 10862 997895 10862 997919 11089 997919 11089 997900 11262 997900 11262 997951 10971 997951 10971 997951 10971 997951 10971
si6_m4Dr4_m1296.07 6 997442 11302 997365 26650 997880 10777 997880 15976 997949 10793 997949 10802 997934 10997 997934 10997 997889 11015 997889 11015 997859 10956 997859 10956 997951 11085 997951 11085 997951 11085 997951 11085
si6_m4Dr4_m1296.00 6 997026 11820 996909 26937 997758 10837 997758 16500 997926 11147 997926 11182 997901 11002 997901 11002 997955 11235 997955 11235 997968 11018 997968 11018 997951 11479 997951 11479 997951 11479 997951 11479
si6_b06_m200.09 3 986627 75257 986627 120918 986627 75257 986627 105747 986627 75257 986627 90577 986627 75257 986627 75257 986627 75257 986627 75257 986627 75257 986627 75257 986627 75257 986627 75257 986627 75257 986627 75257
si6_b06_m200.03 3 986627 75742 986627 121385 986627 75742 986627 106104 986627 75742 986627 90781 986627 75742 986627 75742 986627 75742 986627 75742 986627 75742 986627 75742 986627 75742 986627 75742 986627 75742 986627 75742
si6_b06_m200.05 3 986627 76005 986627 121450 986627 76005 986627 106233 986627 76005 986627 91016 986627 76005 986627 76005 986627 76005 986627 76005 986627 76005 986627 76005 986627 76005 986627 76005 986627 76005 986627 76005
si6_b06_m200.00 3 986627 75462 986627 121158 986627 75462 986627 105869 986627 75462 986627 90609 986627 75462 986627 75462 986627 75462 986627 75462 986627 75462 986627 75462 986627 75462 986627 75462 986627 75462 986627 75462
si6_b06_m200.08 3 986627 75312 986627 120718 986627 75312 986627 105512 986627 75312 986627 90328 986627 75312 986627 75312 986627 75312 986627 75312 986627 75312 986627 75312 986627 75312 986627 75312 986627 75312 986627 75312
si6_b06_m200.02 3 986627 75833 986627 121479 986627 75833 986627 106266 986627 75833 986627 90843 986627 75833 986627 75833 986627 75833 986627 75833 986627 75833 986627 75833 986627 75833 986627 75833 986627 75833 986627 75833
si6_b06_m200.06 3 986627 75773 986627 121303 986627 75773 986627 106069 986627 75773 986627 90741 986627 75773 986627 75773 986627 75773 986627 75773 986627 75773 986627 75773 986627 75773 986627 75773 986627 75773 986627 75773
si6_b06_m200.04 3 986627 75790 986627 121338 986627 75790 986627 106162 986627 75790 986627 90836 986627 75790 986627 75790 986627 75790 986627 75790 986627 75790 986627 75790 986627 75790 986627 75790 986627 75790 986627 75790
si6_b06_m200.01 3 986627 75691 986627 121276 986627 75691 986627 106148 986627 75691 986627 90867 986627 75691 986627 75691 986627 75691 986627 75691 986627 75691 986627 75691 986627 75691 986627 75691 986627 75691 986627 75691
si6_b06_m200.07 3 986627 75573 986627 121132 986627 75573 986627 105941 986627 75573 986627 90642 986627 75573 986627 75573 986627 75573 986627 75573 986627 75573 986627 75573 986627 75573 986627 75573 986627 75573 986627 75573
si4_m4Dr6_m625.02 6 992878 26352 992471 68207 994136 25550 994136 37358 994259 26587 994259 26891 994376 27809 994376 27809 994399 28143 994399 28143 994311 28418 994311 28418 994291 28411 994291 28411 994291 28411 994291 28411
si4_m4Dr6_m625.06 6 993290 25955 993088 68788 994136 24999 994136 35529 994214 26005 994214 26080 994440 26560 994440 26560 994453 27395 994453 27395 994258 27394 994258 27394 994291 27528 994291 27528 994291 27528 994291 27528
si4_m4Dr6_m625.03 6 993002 25933 992722 66822 994171 25287 994171 36730 994327 26216 994327 26305 994373 27175 994373 27175 994377 27809 994377 27809 994267 27972 994267 27972 994291 27744 994291 27744 994291 27744 994291 27744
si4_m4Dr6_m625.07 6 993776 26429 993414 69698 994094 25621 994094 37195 994278 26115 994278 26279 994373 26830 994373 26830 994354 27157 994354 27157 994413 27269 994413 27269 994291 27171 994291 27171 994291 27171 994291 27171
si4_m4Dr6_m625.08 6 993196 25557 992932 66175 994174 24607 994174 35140 994253 25787 994253 25919 994351 26483 994351 26483 994518 26959 994518 26959 994368 27454 994368 27454 994291 27442 994291 27442 994291 27442 994291 27442
si4_m4Dr6_m625.09 6 993138 24469 993063 61390 994234 23329 994234 32156 994259 24426 994259 24643 994399 25360 994399 25360 994365 25266 994365 25266 994366 25752 994366 25752 994291 25997 994291 25997 994291 25997 994291 25997
si4_m4Dr6_m625.00 6 992676 25747 992422 66245 994065 24946 994065 35996 994378 26527 994378 26692 994357 27057 994357 27057 994399 27283 994399 27283 994293 27439 994293 27439 994291 28124 994291 28124 994291 28124 994291 28124
si4_m4Dr6_m625.01 6 993136 25020 992990 62520 994191 24408 994191 33774 994278 25564 994278 25803 994416 26398 994416 26398 994434 26880 994434 26880 994358 27125 994358 27125 994291 27070 994291 27070 994291 27070 994291 27070
si4_m4Dr6_m625.05 6 992756 27100 992291 67478 994022 25244 994022 37658 994275 26881 994275 27297 994348 27641 994348 27641 994303 28077 994303 28077 994373 28138 994373 28138 994291 28625 994291 28625 994291 28625 994291 28625
si4_m4Dr6_m625.04 6 993213 23728 992802 61244 994059 24457 994059 33928 994370 25547 994370 25727 994384 26285 994384 26285 994345 26777 994345 26777 994397 27257 994397 27257 994291 27168 994291 27168 994291 27168 994291 27168
si6_b06m_m200.09 4 981883 70123 980613 113945 985805 63142 986138 76428 986560 64668 986560 67312 986337 65243 986337 65445 986604 66494 986604 66614 986608 66325 986608 66325 986822 67897 986822 67897 986627 67866 986627 67866
si6_b06m_m200.02 4 982413 66230 980402 133090 985702 60725 986028 73915 986115 61808 986115 64942 986331 62596 986331 62921 986490 64459 986490 64459 986595 65251 986595 65251 986627 66640 986627 66640 986627 66640 986627 66640
si6_b06m_m200.05 4 979282 70064 975593 117767 985471 63645 985273 77638 986250 63030 986250 67201 986238 64624 986238 65003 986641 66467 986641 66467 986489 66930 986489 66930 986744 68934 986744 68934 986627 69026 986627 69026
si6_b06m_m200.00 4 982612 64830 981513 119516 986277 62369 986151 75580 986429 62415 986429 65537 986580 63590 986580 63988 986437 64457 986437 64457 986401 64676 986401 64676 986343 65819 986343 65819 986627 66783 986627 66783
si6_b06m_m200.07 4 982212 66432 980662 121547 985845 64336 985635 78077 986347 64141 986347 67243 986684 65774 986684 66013 986514 66319 986514 66319 986341 66954 986341 66954 986627 68222 986627 68222 986627 68222 986627 68222
si6_b06m_m200.04 4 981673 70283 979135 120542 986067 65939 986038 82604 986483 66557 986483 70405 986823 67404 986823 67785 986745 68396 986745 68396 986650 68592 986650 68592 986515 70081 986515 70081 986627 69720 986627 69720
si6_b06m_m200.08 4 981947 63829 980365 110765 986024 60845 985975 72847 986378 61487 986378 64496 986725 62375 986725 62737 986776 63295 986776 63295 986523 63824 986523 63824 986741 66327 986741 66327 986627 66388 986627 66388
si6_b06m_m200.06 4 981421 66299 978484 106060 985895 63121 985851 78352 986571 63722 986571 68089 986662 64995 986662 65627 986552 65799 986552 65799 986805 66142 986805 66142 986627 67654 986627 67654 986627 67654 986627 67654
si6_b06m_m200.03 4 981442 63191 980404 108587 985686 61907 985648 73169 986344 61526 986344 64648 986491 62491 986491 62497 986610 63386 986610 63386 986447 64602 986447 64602 986719 66065 986719 66065 986627 67731 986627 67731
si6_b06m_m200.01 4 981498 69451 978870 125505 985783 64027 985997 77797 986645 65298 986645 68367 986692 64976 986692 64990 986662 65473 986662 65473 986422 66167 986422 66167 986783 68417 986783 68417 986627 68355 986627 68355
si6_m4Dr4_m256.05 6 986495 53100 985652 106652 988950 50662 988950 76344 989412 51474 989412 52158 989876 52836 989876 52880 989526 53178 989526 53178 989526 53179 989526 53179 989448 53186 989448 53186 989448 53186 989448 53186
si6_m4Dr4_m256.03 6 986789 53728 986425 114055 989200 48355 989200 67172 989336 49635 989336 49990 989709 50645 989709 50645 989595 51831 989595 51831 989501 51617 989501 51617 989448 51949 989448 51949 989448 51949 989448 51949
si6_m4Dr4_m256.02 6 986873 54449 986571 114202 989057 50751 989057 74119 989478 50936 989478 51318 989487 51899 989487 51899 989669 52189 989669 52189 989551 52149 989551 52149 989448 52586 989448 52586 989448 52586 989448 52586
si6_m4Dr4_m256.01 6 985326 57977 984889 120062 988637 53322 988637 83767 989446 53807 989446 54077 989736 55005 989736 55005 989415 55445 989415 55445 989577 55349 989577 55349 989448 55836 989448 55836 989448 55836 989448 55836
si6_m4Dr4_m256.08 6 988055 51528 987428 113849 989259 49210 989259 70560 989494 50031 989494 50843 989508 51318 989508 51318 989690 51463 989690 51463 989668 51177 989668 51177 989448 51143 989448 51143 989448 51143 989448 51143
