instance family sequential-d2-induced-except-0 sequential-d2-induced-except-1 sequential-d2-induced-except-2 sequential-d2-induced-except-3 sequential-d2-induced-except-4 sequential-d2-induced-except-5 sequential-d2-induced-except-10 sequential-d2-induced-except-20
g48-g72 11 111 111 111 110 111 110 119 10432
g48-g74 11 149 150 149 151 152 154 35611 1000000
g48-g75 11 259 338 327 302 1280 38760 1000000 1000000
g48-g76 11 430 503 501 528 6103 131577 1000000 1000000
g48-g77 11 603 654 686 716 10921 302433 1000000 1000000
g48-g78 11 175 191 202 210 235 346 122603 1000000
g48-g79 11 242 225 230 253 238 238 386 1000000
g48-g80 11 285 292 286 298 291 297 323 1971
g48-g81 11 524 533 569 592 620 635 1333 1000001
g48-g83 11 492 480 506 512 529 549 645 1000001
g48-g84 11 1427 1638 1652 1731 13770 374416 1000000 1000001
g48-g85 11 480 482 485 482 481 482 535 12045
g48-g87 11 541 545 641 572 575 585 13156 1000001
g48-g88 11 542 551 570 611 592 618 24201 1000001
g48-g89 11 542 540 539 540 540 524 704 25672
g48-g90 11 1038 1014 1019 1037 1055 1070 1209 483187
g48-g91 11 1118 1141 1076 1119 1083 1127 1367 1000002
g48-g92 11 1410 1383 1393 1394 1400 1441 1656 1000001
g48-g94 11 1753 1879 1882 1925 2089 2005 2150 591512
g48-g95 11 2203 2037 2205 2223 2272 2339 2292 24836
g48-g96 11 2215 2206 2219 2209 2215 2266 2306 37903
g48-g97 11 2209 2210 2293 2216 2217 2237 2312 31866
g48-g98 11 2270 2231 2241 2273 2273 2295 2491 92875
g48-g99 11 2244 2308 2280 2246 2341 2266 2543 94180
g49-g100 11 2190 2192 2191 2361 2201 2281 2304 1000001
g49-g101 11 2740 2750 2752 2768 2759 2775 2989 1000002
g49-g102 11 2764 2788 2617 2803 2813 2836 3141 1000001
g49-g103 11 3028 3020 2878 3069 3093 3186 3488 1000002
g49-g104 11 7858 7878 7871 7864 8492 7996 129848 1000003
g49-g105 11 7910 7929 7945 7978 8004 8062 131289 1000002
g49-g106 11 17743 17817 18079 17851 17970 17987 1000003 1000010
g49-g107 11 17595 17729 17939 17652 18346 17954 379133 1000003
g49-g108 11 21672 21782 21749 21859 21702 22064 1000011 1000014
g49-g109 11 23081 23230 23094 23286 23239 23300 24255 1000003
g49-g110 11 31364 29432 31438 31846 30794 32631 44190 1000004
g49-g111 11 33809 32400 34190 34249 34484 34896 1000013 1000015
g49-g112 11 50659 50782 50795 50936 50867 51110 52149 1000011
g49-g51 11 12 17 12 12 12 18 14 1000000
g49-g52 11 11 11 11 11 11 11 18 752621
g49-g53 11 13 19 19 14 21 22 8298 1000000
g49-g54 11 42 29 30 31 32 33 62 1000000
g49-g55 11 41 40 41 41 42 31 47 1000000
g49-g56 11 44 30 31 32 33 34 72 1000000
g49-g57 11 37 25 25 25 25 24 26 184983
g49-g61 11 35 34 50 51 36 35 46 1000000
g49-g62 11 50 70 49 50 50 51 58 1000000
g49-g63 11 73 74 78 94 255 902 309717 1000000
g49-g64 11 60422 334052 1000000 1000000 1000000 1000000 1000000 1000000
g49-g65 11 66 66 96 105 73 77 106 1000000
g49-g67 11 59 60 61 61 62 63 81 1000000
g49-g68 11 831 2132 29584 79355 189109 398546 1000000 1000000
g49-g69 11 72 73 73 74 75 77 96 1000000
g49-g70 11 68 68 80 101 69 69 80 1000000
g49-g71 11 72 73 94 75 91 95 127 1000000
g49-g72 11 110 111 111 117 111 112 119 1000000
g49-g74 11 207 171 157 170 226 259 163 1000000
g49-g75 11 235 254 273 292 311 334 482 1000000
g49-g76 11 425 490 504 542 555 581 9197 1000000
g49-g77 11 600 637 670 702 730 759 17129 1000001
g49-g78 11 186 192 197 203 216 235 667 1000000
g49-g79 11 224 224 226 228 231 232 322 1000001
g49-g80 11 285 286 291 291 291 286 320 1000000
g49-g81 11 517 548 535 564 554 575 716 1000001
g49-g83 11 517 480 511 499 518 546 641 1000001
g49-g84 11 1575 1735 1758 1813 1859 1914 19787 1000001
g49-g85 11 564 506 487 483 489 487 522 1000001
g49-g87 11 825 553 554 562 567 576 696 1000001
g49-g88 11 551 556 563 570 582 592 861 1000001
g49-g89 11 540 543 545 544 548 550 605 1000001
g49-g90 11 1072 1017 1022 1028 1032 1048 1167 1000001
g49-g91 11 1061 1070 1072 1077 1081 1088 1163 1000002
g49-g92 11 1387 1398 1386 1311 1431 1365 1527 1000001
g49-g94 11 1772 1886 1888 1792 1907 1816 2094 1000001
g49-g95 11 2224 2268 2247 2259 2264 2264 2331 1000001
g49-g96 11 2035 2208 2220 2246 2214 2230 2481 1000001
g49-g97 11 2213 2226 2221 2212 2069 2239 2292 1000001
g49-g98 11 2237 2312 2251 2251 2253 2259 2473 1000001
g49-g99 11 2239 2240 2248 2241 2260 2254 2519 1000001
g5-g100 11 1897 1914 2378 1000001 282576 3867 2126 2136
g5-g101 11 2634 2696 2655 2654 2651 2755 2660 2656
g5-g102 11 2652 2677 2685 2678 2678 2676 2688 2739
g5-g103 11 2844 2864 2883 2868 2870 2861 2877 2866
g5-g104 11 7716 7712 7631 7677 7645 7820 7739 7676
g5-g105 11 7942 7748 7872 7779 7756 7751 7876 8018
g5-g106 11 17607 17212 17390 17367 17231 17419 17400 17471
g5-g107 11 17421 17187 17236 17217 17258 17299 17075 17037
g5-g108 11 21533 21267 21404 21830 21627 21380 21594 21524
g5-g109 11 22775 21973 23073 22801 22841 22792 22907 23040
g5-g110 11 32519 29968 30036 29839 30352 30307 30060 30884
g5-g111 11 31778 33233 33513 33268 34005 34706 31709 33951
g5-g112 11 51822 51564 51653 52499 51573 56233 52670 52170
g5-g51 11 9 6 7 6 6 6 6 9
g5-g52 11 5 5 6 6 6 6 6 6
g5-g53 11 9 7 7 7 7 7 7 7
g5-g54 11 19 18 19 19 19 19 19 19
g5-g55 11 19 18 18 19 19 19 28 19
g5-g56 11 19 19 28 19 19 19 19 19
g5-g57 11 14 14 16 523 59991 16 16 16
g5-g61 11 38 37 24 24 24 24 24 24
g5-g62 11 37 38 38 38 38 38 39 39
g5-g63 11 135 50 50 50 50 50 50 51
g5-g64 11 110 102 103 103 102 102 103 103
g5-g65 11 51 51 51 51 51 51 51 54
g5-g67 11 44 47 47 47 47 73 48 47
g5-g68 11 90 89 90 90 91 91 91 90
g5-g69 11 80 83 76 59 71 59 59 104
g5-g70 11 52 54 56 56 56 55 55 84
g5-g71 11 59 59 59 68 77 80 61 88
g5-g72 11 95 91 92 97 97 109 100 164
g5-g74 11 136 127 131 132 131 132 132 132
g5-g75 11 177 179 178 180 181 179 181 183
g5-g76 11 411 377 336 332 334 330 329 350
g5-g77 11 598 498 497 499 502 500 499 507
g5-g78 11 171 155 155 156 157 163 159 177
g5-g79 11 201 217 235 331 242 199 212 218
g5-g80 11 293 261 264 271 284 261 280 287
g5-g81 11 474 480 665 475 476 568 561 533
g5-g83 11 488 567 435 472 439 435 435 462
g5-g84 11 1268 1291 1358 1405 1325 1384 1495 1341
g5-g85 11 438 493 449 450 450 452 457 476
g5-g87 11 534 611 583 501 564 604 503 502
g5-g88 11 506 532 509 513 512 510 538 525
g5-g89 11 503 506 535 506 506 506 510 587
g5-g90 11 965 947 967 970 969 973 977 973
g5-g91 11 1017 1015 1017 1017 1018 1014 1025 1021
g5-g92 11 1328 1279 1326 1329 1360 1239 1329 1370
g5-g94 11 1805 1813 1961 1834 1813 1811 1840 1815
g5-g95 11 2095 1940 2126 2138 2147 2143 2146 2141
g5-g96 11 2100 2108 2120 2252 2134 2208 2394 2150
g5-g97 11 2472 2148 2160 2191 2316 2159 2066 2284
g5-g98 11 2199 2318 2234 2169 2158 2161 2282 2279
g5-g99 11 2128 2149 2240 2371 2078 2169 2179 2192
g50-g100 11 2185 2191 2203 2226 2379 2332 2203 2252
g50-g101 11 2801 2750 2839 2948 2908 2814 2760 2863
g50-g102 11 2773 2858 2771 3055 2779 2780 2856 2933
g50-g103 11 3165 3152 2964 2970 2971 2977 3006 3119
g50-g104 11 7895 7868 7868 7863 8109 7936 7851 8080
g50-g105 11 7953 8000 7893 8125 8163 7988 8150 8508
g50-g106 11 18024 17774 17741 17926 18058 17791 17860 18199
g50-g107 11 17723 17601 17410 17606 17659 17837 17739 17832
g50-g108 11 21839 21675 22240 21808 21796 21855 21741 22213
g50-g109 11 23332 23107 23215 23530 23686 23375 23505 24248
g50-g110 11 30558 30471 31015 30726 28739 30757 30883 30962
g50-g111 11 34049 34081 34161 34092 34352 34245 34252 35055
g50-g112 11 51101 50936 51218 51252 50850 50867 50960 51758
g50-g51 11 17 17 17 17 21 21 17 22
g50-g52 11 16 17 16 16 16 16 22 17
g50-g53 11 18 18 18 18 18 18 23 20
g50-g54 11 35 33 45 41 34 48 48 37
g50-g55 11 34 33 33 33 33 33 33 37
g50-g56 11 34 34 34 34 50 48 35 38
g50-g57 11 46 32 45 31 31 31 31 32
g50-g61 11 51 59 51 40 40 40 40 45
g50-g62 11 56 55 55 55 54 54 54 59
g50-g63 11 68 67 67 68 68 87 71 75
g50-g64 11 140 139 144 179 326 846 1000000 1000000
g50-g65 11 97 87 100 75 82 68 102 84
g50-g67 11 66 91 96 66 66 66 70 75
g50-g68 11 179 181 180 158 138 124 156 137
g50-g69 11 78 78 78 78 78 78 79 122
g50-g70 11 75 75 76 76 75 75 75 112
g50-g71 11 79 79 79 79 79 79 79 121
g50-g72 11 118 119 122 118 121 118 118 124
g50-g74 11 159 155 155 186 178 154 156 179
g50-g75 11 247 257 308 222 236 230 283 347
g50-g76 11 430 460 504 542 607 625 841 1382
g50-g77 11 612 676 753 795 856 913 1204 1839
g50-g78 11 177 177 179 179 180 196 189 248
g50-g79 11 230 249 245 229 230 283 241 268
g50-g80 11 312 295 325 324 341 373 316 345
g50-g81 11 546 523 520 516 602 600 526 573
g50-g83 11 454 474 472 590 532 499 574 554
g50-g84 11 1511 1679 1850 2061 2163 2301 2933 4376
g50-g85 11 538 488 491 492 490 513 595 528
g50-g87 11 554 568 547 648 691 544 584 643
g50-g88 11 565 549 734 599 574 573 592 645
g50-g89 11 546 552 552 547 548 550 548 583
g50-g90 11 1070 1130 1176 1076 1151 1131 1015 1165
g50-g91 11 1104 1111 1079 1080 1082 1150 1083 1127
g50-g92 11 1390 1392 1396 1394 1390 1389 1430 1459
g50-g94 11 1877 1935 2059 1887 1967 1884 1973 2003
g50-g95 11 2209 2315 2335 2226 2220 2214 2226 2401
g50-g96 11 2302 2221 2214 2214 2251 2259 2045 2505
g50-g97 11 2241 2231 2373 2345 2218 2231 2231 2269
g50-g98 11 2239 2263 2074 2344 2379 2281 2281 2298
g50-g99 11 2256 2237 2238 2240 2240 2269 2240 2309
g6-g100 11 2118 2113 2189 313401 1000002 1000002 2163 2154
g6-g101 11 2726 2690 5069 1000001 1000003 20362 2710 2710
g6-g102 11 2696 2728 6196 1000001 1000001 57267 2798 2726
g6-g103 11 2932 3011 44818 1000003 1000001 266376 2799 2927
g6-g104 11 7861 8498 1000005 8528 7350 7817 7742 7736
g6-g105 11 7973 8649 1000005 8594 8013 7976 7886 7981
g6-g106 11 17621 25285 1000016 20106 17668 17610 17994 17608
g6-g107 11 17676 19854 1000008 18739 18177 17683 17548 17436
g6-g108 11 21379 25349 1000010 23230 21699 21582 21650 21600
g6-g109 11 22821 23237 41194 1000005 1000014 93575 23128 23311
g6-g110 11 30206 36387 1000009 1000015 1000010 1000017 30189 30374
g6-g111 11 30328 42851 1000003 36543 34077 34327 32183 34103
g6-g112 11 51229 51974 51538 51879 52231 52312 52048 52358
g6-g51 11 13 114 264 25 10 7 7 7
g6-g52 11 5 9 11837 1000000 1000000 1000000 7 6
g6-g53 11 8 18 245 1000000 1529 8 8 8
g6-g54 11 20 32 367642 1000000 1000000 1000000 21 21
g6-g55 11 20 22 16553 1000000 1000000 1297 21 21
g6-g56 11 21 37 1000000 1000000 1000000 1000000 21 21
g6-g57 11 15 16 16 32 362 420256 19 19
g6-g61 11 26 28 137 58 27 27 27 27
g6-g62 11 39 48 1000000 1000000 1000000 214632 64 64
g6-g63 11 73 64 68 79 76 69 53 53
g6-g64 11 1087 149 105 105 105 105 106 106
g6-g65 11 54 64 1000000 105 54 54 55 59
g6-g67 11 47 50 208 1000000 1000000 1200 52 52
g6-g68 11 1266 1000000 1000000 2944 108 94 117 95
g6-g69 11 92 128 524 142 96 96 77 141
g6-g70 11 54 58 129 67 60 60 60 87
g6-g71 11 63 89 444 96 65 65 65 96
g6-g72 11 93 101 98 100 103 104 104 124
g6-g74 11 132 527 1000000 1000000 1000000 1000000 140 138
g6-g75 11 185 202703 1000000 1000000 1000000 1000000 193 186
g6-g76 11 335 749074 1000000 1000000 1000000 1000000 343 349
g6-g77 11 508 7788 1000000 1000000 1000000 1000000 504 505
g6-g78 11 162 382 1000000 1000000 1000000 1043 165 170
g6-g79 11 204 239 8835 1000000 1000000 45675 220 222
g6-g80 11 259 259 275 275 275 273 286 284
g6-g81 11 484 506 876274 596 496 502 500 501
g6-g83 11 421 445 18020 1000000 1000001 41988 465 466
g6-g84 11 1285 49531 1000001 1000002 1000001 1000001 1535 1379
g6-g85 11 458 458 532 1000001 1000001 802 560 472
g6-g87 11 513 544 1000001 1000000 1000001 1000000 520 519
g6-g88 11 519 621 1000001 1000001 1000001 1000001 522 521
g6-g89 11 508 520 746 1000001 1000000 1792 528 528
g6-g90 11 975 992 4078 1000001 1000003 18068 986 989
g6-g91 11 1029 1063 1051 1063 1052 1050 1051 1054
g6-g92 11 1297 1397 1562 1357 1382 1412 1360 1375
g6-g94 11 2067 1881 9265 1000001 1000001 14202 1857 1853
g6-g95 11 2107 2146 2382 2213 2217 2345 2199 2309
g6-g96 11 2125 2154 2629 2225 2205 2193 2030 2188
g6-g97 11 2125 2162 2400 2233 2194 2196 2307 2332
g6-g98 11 2157 2215 4144 2310 2257 2205 2203 2211
g6-g99 11 2188 2222 4258 2307 2273 2251 2207 2263
g7-g100 11 2087 2075 2077 1942 1939 1941 2203 2178
g7-g101 11 2615 2613 2606 2619 2544 2664 2701 2717
g7-g102 11 2696 2668 2685 2684 2811 2800 2738 2874
g7-g103 11 3048 2871 2882 2874 2886 2870 2916 2937
g7-g104 11 7583 7587 7638 7670 7694 7724 7985 7783
g7-g105 11 7699 7675 7763 7878 7967 7987 8079 7903
g7-g106 11 17542 17409 17452 17259 17400 17801 17974 17669
g7-g107 11 17397 17290 17204 17274 17416 17379 17534 17379
g7-g108 11 21310 21378 21429 21483 21517 21627 21704 21662
g7-g109 11 22697 22896 22751 22836 21772 22981 23015 23377
g7-g110 11 33407 45007 74242 133172 236719 397688 30223 30167
g7-g111 11 33493 33811 33579 33303 34199 34137 34147 34004
g7-g112 11 50375 51358 50412 50941 50080 50231 50915 50903
g7-g51 11 6 7 9 14 41 130 7 7
g7-g52 11 8 5 8 8 9 6 10 7
g7-g53 11 7 11 12 13 15 15 12 12
g7-g54 11 20 30 27 83 138 295 21 21
g7-g55 11 18 18 18 19 21 20 22 32
g7-g56 11 19 21 43 153 328 628 22 22
g7-g57 11 15 15 15 15 15 15 28 19
g7-g61 11 23 22 23 23 25 25 42 41
g7-g62 11 54 53 53 37 359 4774 42 64
g7-g63 11 57 73 114 180 282 366 53 53
g7-g64 11 944028 868673 99099 86933 63156 46273 107 106
g7-g65 11 53 53 79 54 53 53 56 59
g7-g67 11 44 44 44 44 48 48 53 53
g7-g68 11 1400 5740 14875 29812 54178 85738 95 95
g7-g69 11 55 56 56 57 87 61 65 93
g7-g70 11 52 52 53 53 52 53 61 88
g7-g71 11 56 57 57 61 60 61 65 94
g7-g72 11 91 95 95 91 91 92 103 104
g7-g74 11 1000000 1000000 1000000 63443 101572 22665 139 158
g7-g75 11 182 181 237 260 183 183 187 195
g7-g76 11 331 387 333 332 332 331 403 377
g7-g77 11 627 562 546 519 534 532 498 504
g7-g78 11 352 772 2256 5258 10469 18166 165 170
g7-g79 11 212 226 200 213 220 195 224 232
g7-g80 11 258 256 347 256 325 291 308 304
g7-g81 11 515 508 518 481 491 572 493 503
g7-g83 11 433 488 542 639 457 458 504 504
g7-g84 11 1000001 1000001 1000000 1000000 1295 1267 1298 1315
g7-g85 11 436 437 438 436 437 438 469 469
g7-g87 11 500 501 501 511 546 665 522 524
g7-g88 11 503 506 582 734 1238 1815 524 525
g7-g89 11 492 503 493 494 494 494 528 529
g7-g90 11 947 948 971 960 982 966 1001 996
g7-g91 11 1003 1046 1005 1007 1017 986 1056 1057
g7-g92 11 1304 1315 1303 1356 1314 1313 1361 1365
g7-g94 11 1790 1815 1799 1812 1813 1887 1880 1863
g7-g95 11 2181 2112 2317 2064 2193 2109 2175 2190
g7-g96 11 2105 2107 2137 2161 2235 2271 2239 2234
g7-g97 11 2108 2143 2115 1970 2108 2114 2260 2078
g7-g98 11 2137 2139 2127 2005 1992 2222 2237 2305
g7-g99 11 2154 2144 2149 2143 2032 2169 2206 2235
g8-g100 11 2186 2375 2266 2323 2301 4354 1000001 2223
g8-g101 11 2789 2746 41680 518446 1000001 1000004 1000001 2763
g8-g102 11 2742 2783 117341 1000002 1000001 1000001 1000003 2787
g8-g103 11 2914 2964 538676 1000001 1000002 1000002 1000001 2994
g8-g104 11 7870 9198 64248 788272 1000002 1000002 8082 7453
g8-g105 11 7884 9371 65026 798747 1000002 1000002 8080 8128
g8-g106 11 17520 26384 533210 1000002 1000012 1000005 19442 17798
g8-g107 11 17331 21613 231330 1000002 1000011 1000007 17791 17370
g8-g108 11 21587 26453 331382 1000009 1000012 1000004 22042 21756
g8-g109 11 23012 24154 204455 1000002 1000003 1000004 1000004 23454
g8-g110 11 30560 30782 1000002 1000016 1000016 1000015 1000014 30530
g8-g111 11 33909 44122 929087 1000006 1000016 1000004 34459 34337
g8-g112 11 50224 50957 56214 179514 1000004 1000010 51332 51263
g8-g51 11 10 32 193 549 3893 59315 170 8
g8-g52 11 6 7 94 710 5353 42736 1000000 8
g8-g53 11 9 40 323 5259 270695 1000000 1000000 10
g8-g54 11 22 24 9531 252116 1000000 1000000 1000000 24
g8-g55 11 23 24 5803 83139 919014 1000000 1000000 24
g8-g56 11 23 37 12718 376298 1000000 1000000 1000000 24
g8-g57 11 16 24 17 19 22 35 1000000 22
g8-g61 11 44 66 180 422 3526 738864 1000000 31
g8-g62 11 41 52 1293 16191 234641 1000000 1000000 46
g8-g63 11 208 9487 364632 3178 2291 67 70 58
g8-g64 11 272653 1000000 1000000 367290 1000000 335 110 111
g8-g65 11 59 191 109890 1000000 1000000 1000000 59 64
g8-g67 11 51 55 2697 34287 159180 975354 1000000 81
g8-g68 11 13535 1000000 1000000 114 115 99 101 101
g8-g69 11 66 141 555 2082 16966 171438 108 100
g8-g70 11 56 60 73 182 791 11502 83 95
g8-g71 11 66 134 642 2361 20418 252453 156 101
g8-g72 11 97 105 156 411 1849 13113 538 115
g8-g74 11 133 147 17808 477619 1000000 1000000 1000001 150
g8-g75 11 186 358 1000000 1000000 1000000 1000000 1000000 297
g8-g76 11 341 1029 1000000 1000000 1000000 1000000 1000000 402
g8-g77 11 514 1832 1000000 1000000 1000000 1000000 1000000 528
g8-g78 11 172 183 177783 1000000 1000000 1000000 1000000 182
g8-g79 11 210 217 3437 90594 1000000 1000000 1000000 234
g8-g80 11 264 276 269 292 363 765 327 299
g8-g81 11 499 547 329541 1000000 1000000 1000001 601 657
g8-g83 11 470 600 185741 677981 1000000 1000000 1000001 469
g8-g84 11 1228 2680 1000001 1000000 1000001 1000001 1000000 1317
g8-g85 11 449 546 475 504 1950 7267 1000001 492
g8-g87 11 525 543 64132 956253 1000001 1000001 1000000 543
g8-g88 11 535 551 129243 1000000 1000000 1000000 1000000 641
g8-g89 11 513 532 539 1541 16288 196488 1000001 601
g8-g90 11 1011 1244 45390 282506 1000001 1000001 1000001 1224
g8-g91 11 1118 1090 1832 7010 69952 941922 1083 1079
g8-g92 11 1346 1488 2356 8997 87330 1000001 1400 1396
g8-g94 11 1987 1923 41227 262833 1000001 1000001 1000001 1932
g8-g95 11 2214 2290 2149 3095 8184 505535 2289 2230
g8-g96 11 2138 2180 2423 3988 15687 148256 2280 2232
g8-g97 11 2138 2212 2290 3375 8068 516249 2286 2056
g8-g98 11 2168 2257 3140 8923 57416 539804 2288 2253
g8-g99 11 2197 2264 3407 9014 60871 571576 2394 2264
g9-g100 11 2158 2168 2167 2022 2290 254917 1000001 2253
g9-g101 11 2752 2757 2770 119852 1000001 1000001 1000001 2883
g9-g102 11 2774 2786 2802 532371 1000001 1000001 1000004 2840
g9-g103 11 3004 2976 2988 1000001 1000002 1000002 1000001 3835
g9-g104 11 7948 1000003 1000001 1000002 1000001 8122 1000003 8105
g9-g105 11 8004 1000002 1000004 1000004 1000003 8252 1000006 8118
g9-g106 11 18915 1000004 1000003 1000003 1000007 17831 17873 17799
g9-g107 11 17849 1000003 1000010 1000008 1000003 17940 1000013 17733
g9-g108 11 22054 1000002 1000018 1000003 1000012 21945 1000009 21908
g9-g109 11 22317 23403 31239 157810 1000003 1000013 1000004 23627
g9-g110 11 30633 31456 58838 1000003 1000013 1000016 1000013 30675
g9-g111 11 35784 1000013 1000012 1000005 1000013 34936 1000005 34696
g9-g112 11 50923 50732 1000014 1000015 1000006 1000003 51390 45620
g9-g51 11 12 856 1000000 1000000 1000000 25 9 9
g9-g52 11 7 7 13 1958 1000000 1000000 1000000 13
g9-g53 11 12 4849 53806 1000000 1000000 11 10 11
g9-g54 11 24 25 126 229405 1000000 1000000 1000000 26
g9-g55 11 24 24 104 74951 1000000 1000000 1000000 26
g9-g56 11 25 25 115 328178 1000000 1000000 1000000 39
g9-g57 11 26 19 19 30 42 1747 57609 24
g9-g61 11 30 31 56 293 983 402818 33 51
g9-g62 11 44 44 79 44193 1000000 1000000 1000000 49
g9-g63 11 4657 444 100 83 64 61 60 61
g9-g64 11 1000000 1000000 1000000 25375 1000000 211 160 115
g9-g65 11 60 60 22088 1000000 1000000 1000000 63 68
g9-g67 11 54 56 57 8311 1000000 1000000 1000000 62
g9-g68 11 170806 1000000 181 104 117 103 104 105
g9-g69 11 68 70 293 178445 1000000 1000000 75 108
g9-g70 11 60 63 65 14713 672121 1000000 1000000 159
g9-g71 11 88 71 1000000 1000000 1000000 1000000 105 106
g9-g72 11 98 103 179 92140 1000000 1000000 1000000 118
g9-g74 11 139 235 362 426928 1000000 1000000 1000000 154
g9-g75 11 192 230 4814 1000000 1000000 1000000 1000000 198
g9-g76 11 399 369 63299 1000000 1000000 1000000 1000000 348
g9-g77 11 519 530 27488 214494 1000000 1000000 1000000 512
g9-g78 11 177 186 975 1000000 1000000 1000000 1000000 185
g9-g79 11 307 218 231 199627 1000001 1000000 1000000 243
g9-g80 11 268 274 277 292 1152 53860 1000000 401
g9-g81 11 509 515 563 1000000 1000000 1000000 571 537
g9-g83 11 483 471 1788 15147 1000001 1000000 1000000 562
g9-g84 11 1306 1321 112491 1000000 1000000 1000001 1000001 1381
g9-g85 11 461 551 482 490 552 1000001 1000001 521
g9-g87 11 534 544 1032 1000001 1000000 1000001 1000001 555
g9-g88 11 538 558 1264 1000001 1000001 1000000 1000001 577
g9-g89 11 507 542 671 565 490898 1000001 1000001 635
g9-g90 11 1038 1026 2273 45265 1000001 1000001 1000001 1049
g9-g91 11 1134 1070 1000001 1000000 1000001 1000001 1150 1107
g9-g92 11 1362 1382 1000000 1000001 1000001 1000001 1488 1454
g9-g94 11 1830 2172 3017 114937 1000001 1000001 1000000 1990
g9-g95 11 2083 2229 2603 856278 1000001 2349 1000001 2359
g9-g96 11 2288 2201 53057 1000001 1000003 2387 1000001 2282
g9-g97 11 2243 2226 63065 1000001 1000001 2368 1000001 2279
g9-g98 11 2191 2314 1000001 1000001 1000001 2415 1000002 2291
g9-g99 11 2245 2398 1000001 1000001 1000001 2365 1000001 2213
g10-g58-normed 11 37 149 1962 40321 989054 1000000 1000000 72
g10-g59-normed 11 24 84 849 28022 1000000 1000000 1000000 44
g10-g60-normed 11 590 32943 673815 1000000 1000000 1000000 1000000 34
g10-g66-normed 11 63 128 3305 226950 1000000 1000000 63 81
g10-g73-normed 11 1321 138109 1000000 1000000 1000000 1000000 1000000 154
g10-g82-normed 11 523 1925 34437 1000000 1000001 1000000 549 545
g10-g86-normed 11 486 493 496 561 3340 1000000 1000000 182687
g10-g93-normed 11 137081 1000001 7785 8265 8364 8303 8298 8333
g11-g58-normed 11 21 27 76 357 1403 3925 1000000 28
g11-g59-normed 11 21 23 66 241 854 2788 1000000 28
g11-g60-normed 11 99 519 2476 10901 37794 113875 1000000 33
g11-g66-normed 11 60 61 222 6697 43946 162394 1000000 68
g11-g73-normed 11 290 1284 5176 23134 88027 286891 1000000 148
g11-g82-normed 11 501 524 2042 65609 916980 1000000 1000000 556
g11-g86-normed 11 449 490 478 502 564 1610 1000001 1000001
g11-g93-normed 11 1000002 1000005 1000003 129911 8853 7986 7970 7963
g12-g58-normed 11 21 21 22 23 25 52 1121 27807
g12-g59-normed 11 32 32 22 23 24 25 1384 18389
